nom_commune;codes_postaux;code_insee;latitude;longitude;éloignement
Coulx;47260;47071;44.466667;0.483333;0.76
Couthures-sur-Garonne;47200;47074;44.516667;0.083333;1.68
Damazan;47160;47078;44.283333;0.283333;0.81
Durance;47420;47085;44.166667;0.166667;1.67
Duras;47120;47086;44.666667;0.183333;1.8
Escassefort;47350;47088;44.55;0.233333;1.35
Esclottes;47120;47089;44.7;0.166667;2.02
Fargues-sur-Ourbise;47700;47093;44.233333;0.15;1.57
Fauguerolles;47400;47094;44.433333;0.25;1.09
Fauillet;47400;47095;44.416667;0.283333;0.81
Fourques-sur-Garonne;47200;47101;44.45;0.183333;1.25
Frégimont;47360;47104;44.283333;0.466667;1.02
Galapian;47190;47107;44.3;0.416667;1.47
Gaujac;47200;47108;44.5;0.116667;1.54
Gontaud-de-Nogaret;47400;47110;;;
Grateloup;47400;47112;44.416667;0.383333;1.04
Grézet-Cavagnan;47250;47114;44.383333;0.133333;1.47
Guérin;47250;47115;44.4;0.083333;1.68
Hautesvignes;47400;47118;44.466667;0.35;0.99
Houeillès;47420;47119;44.2;0.033333;1.9
Jusix;47200;47120;44.533333;0.066667;1.76
Labastide-Castel-Amouroux;47250;47121;44.35;0.116667;1.54
Labretonie;47350;47122;44.483333;0.366667;1.57
Lachapelle;47350;47126;44.566667;0.266667;1.15
Lafitte-sur-Lot;47320;47127;;;
Lagarrigue;47190;47129;44.3;0.383333;0.6
Lagruère;47400;47130;44.383333;0.233333;1.38
Lagupie;47200;47131;44.55;0.133333;1.47
Laparade;47260;47135;44.383333;0.45;1.02
Laperche;47800;47136;44.55;0.416667;1.38
La Réunion;47700;47222;;;
La Sauvetat-du-Dropt;47800;47290;44.65;0.333333;1.69
Lauzun;47410;47142;44.633333;0.466667;1.58
Lavergne;47800;47144;44.583333;0.4;1.26
Le Mas-d'Agenais;47430;47159;44.4;0.216667;1.1
Lévignac-de-Guyenne;47120;47147;44.633333;0.2;1.58
Leyritz-Moncassin;47700;47148;44.316667;0.183333;1.52
Longueville;47200;47150;44.466667;0.233333;1.46
Loubès-Bernac;47120;47151;44.716667;0.283333;2.13
Marcellus;47200;47156;44.483333;0.083333;1.68
Marmande;47200;47157;44.5;0.166667;1.32
Mauvezin sur Gupie;47200;47163;44.55;0.15;1.39
Meilhan-sur-Garonne;47200;47165;44.516667;0.033333;1.9
Miramont-de-Guyenne;47800;47168;44.6;0.366667;1.37
Monheurt;47160;47177;44.333333;0.3;1.32
Monteton;47120;47187;44.616667;0.25;1.47
Montignac-de-Lauzun;47800;47188;44.566667;0.466667;2.02
Montignac-Toupinerie;47350;47189;44.55;0.35;1.04
Montpouillan;47200;47191;44.483333;0.116667;1.54
Moustier;47800;47194;44.633333;0.3;1.58
Nicole;47190;47196;44.333333;0.35;1.22
Pardaillan;47120;47199;44.65;0.283333;1.69
Peyrière;47350;47204;44.566667;0.316667;1.15
Pindères;47700;47205;44.266667;0.033333;1.9
Pompogne;47420;47208;44.25;0.05;1.83
Port-Sainte-Marie;47130;47210;44.25;0.4;0.93
Poussignac;47700;47212;44.35;0.05;1.83
Puch-d'Agenais;47160;47214;44.316667;0.25;0.96
Puymiclan;47350;47216;44.516667;0.316667;0.82
Puysserampion;47800;47218;44.6;0.3;1.37
Razimet;47160;47220;44.35;0.233333;1.3
Romestaing;47250;47224;44.416667;-;2.05
Roumagne;47800;47226;44.616667;0.333333;1.47
Ruffiac;47700;47227;44.366667;0.033333;1.9
Saint-Astier;47120;47229;44.725;0.25;-1
Saint-Avit;47350;47231;44.566667;0.216667;-1
Saint-Barthélemy-d'Agenais;47350;47232;44.516667;0.366667;1.24
Saint-Colomb-de-Lauzun;47410;47235;44.6;0.466667;1.37
Sainte-Bazeille;47200;47233;44.533333;0.1;1.61
Sainte-Colombe-de-Duras;47120;47236;44.683333;0.133333;1.91
Sainte-Gemme-Martaillac;47250;47244;44.366667;0.15;1.39
Sainte-Marthe;47430;47253;44.4;0.166667;1.32
Saint-Géraud;47120;47245;44.616667;0.166667;1.47
Saint-Jean-de-Duras;47120;47247;44.683333;0.3;1.91
Saint-Léger;47160;47250;44.283333;0.316667;1.28
Saint-Léon;47160;47251;44.283333;0.233333;1.03
Saint-Martin-Curton;47700;47254;44.316667;0.016667;1.97
Saint-Martin-Petit;47200;47257;44.55;0.1;1.61
Saint-Pardoux-du-Breuil;47200;47263;44.483333;0.216667;1.15
Saint-Pardoux-Isaac;47800;47264;44.6;0.383333;1.37
Saint-Pierre-de-Buzet;47160;47267;44.25;0.266667;0.93
Saint-Pierre-sur-Dropt;47120;47271;44.633333;0.2;1.58
Saint-Salvy;47360;47275;44.3;0.433333;1.42
Saint-Sauveur-de-Meilhan;47200;47277;44.475;-;-1
Saint-Sernin;47120;47278;44.7;0.233333;2.02
Samazan;47250;47285;44.433333;0.116667;1.54
Sauméjan;47420;47286;44.233333;-;2.05
Savignac-de-Duras;47120;47294;44.7;0.2;2.02
Ségalas;47410;47296;44.583333;0.533333;1.26
Sénestis;47430;47298;44.416667;0.233333;1.03
Seyches;47350;47301;44.55;0.3;1.04
Soumensac;47120;47303;44.683333;0.316667;1.91
Taillebourg;47200;47304;44.45;0.233333;1.57
Tonneins;47400;47310;44.383333;0.316667;0.67
Varès;47400;47316;44.45;0.366667;0.97
Verteuil-d'Agenais;47260;47317;44.466667;0.416667;0.76
Villefranche-du-Queyran;47160;47320;44.3;0.2;1.18
Villeneuve-de-Duras;47120;47321;44.733333;0.233333;2.24
Villeton;47400;47325;44.35;0.266667;1.25
Virazeil;47200;47326;44.5;0.216667;1.11
Allez-et-Cazeneuve;47110;47006;44.4;0.616667;1.14
Anthé;47370;47011;44.383333;0.95;2.09
Auradou;47140;47017;44.35;0.816667;1.51
Beaugas;47290;47023;44.5;0.583333;0.73
Beauville;47470;47025;44.266667;0.883333;1.8
Bias;47300;47027;44.416667;0.683333;0.93
Blanquefort-sur-Briolance;47500;47029;44.6;0.966667;2.16
Blaymont;47470;47030;44.316667;0.966667;2.16
Boudy-de-Beauregard;47290;47033;;;
Bourlens;47370;47036;44.416667;0.966667;2.16
Bournel;47210;47037;44.616667;0.666667;1.64
Cahuzac;47330;47044;44.666667;0.55;1.8
Cancon;47290;47048;44.533333;0.616667;0.93
Casseneuil;47440;47049;44.45;0.616667;1
Cassignas;47340;47050;44.3;0.8;1.44
Castella;47340;47053;44.316667;0.683333;1.28
Castelnaud-de-Gratecambe;47290;47055;44.5;0.666667;1.79
Castillonnès;47330;47057;44.65;0.6;1.69
Cauzac;47470;47062;44.283333;0.85;1.66
Cavarc;47330;47063;44.683333;0.633333;1.91
Cazideroque;47370;47064;44.4;0.933333;2.02
Condezaygues;47500;47070;44.483333;0.916667;1.95
Courbiac;47370;47072;44.383333;1.05;2.53
Cours;47360;47073;44.333333;0.583333;0.97
Cuzorn;47500;47077;44.55;0.95;2.09
Dausse;47140;47079;44.383333;0.9;1.87
Dévillac;47210;47080;44.6;0.8;1.44
Dolmayrac;47110;47081;44.366667;0.583333;0.51
Dondas;47470;47082;44.25;0.85;1.66
Doudrac;47210;47083;44.65;0.683333;1.69
Douzains;47330;47084;44.633333;0.533333;1.58
Engayrac;47470;47087;44.266667;0.9;1.87
Ferrensac;47330;47096;44.633333;0.616667;1.58
Fongrave;47260;47099;44.533333;0.4;1.89
Frespech;47140;47105;44.316667;0.833333;1.58
Fumel;47500;47106;44.5;0.966667;2.16
Gavaudun;47150;47109;44.566667;0.9;1.87
Granges-sur-Lot;47260;47111;44.383333;0.466667;1.07
Hautefage-la-Tour;47340;47117;44.316667;0.8;1.44
Lacapelle-Biron;47150;47123;44.6;0.9;1.87
Lacaussade;47150;47124;44.516667;0.833333;1.58
Lacépède;47360;47125;44.333333;0.466667;0.92
La Croix-Blanche;47340;47075;44.3;0.683333;1.22
Lalandusse;47330;47132;44.65;0.533333;1.69
Laroque-Timbaut;47340;47138;44.283333;0.766667;1.29
La Sauvetat-de-Savères;47270;47289;44.233333;0.833333;1.58
La Sauvetat-sur-Lède;47150;47291;44.466667;0.733333;1.15
Laugnac;47360;47140;44.316667;0.6;1.19
Laussou;47150;47141;44.583333;0.816667;1.51
Lédat;47300;47146;;;
Le Temple-sur-Lot;47110;47306;44.366667;0.533333;1.62
Lougratte;47290;47152;44.583333;0.616667;1.26
Lusignan-Petit;47360;47154;44.283333;0.533333;0.71
Madaillan;47360;47155;;;
Masquières;47370;47160;44.416667;1.05;2.53
Massels;47140;47161;44.316667;0.866667;1.73
Massoulès;47140;47162;44.35;0.883333;1.8
Mazières-Naresse;47210;47164;44.666667;0.716667;1.8
Monbahus;47290;47170;44.55;0.533333;1.14
Monbalen;47340;47171;44.316667;0.716667;1.07
Monclar;47380;47173;;;
Monflanquin;47150;47175;44.533333;0.766667;1.29
Monségur;47150;47178;;;
Monsempron-Libos;47500;47179;44.483333;0.933333;2.02
Montagnac-sur-Lède;47150;47181;44.55;0.85;1.66
Montastruc;47380;47182;44.483333;0.516667;0.6
Montauriol;47330;47183;44.616667;0.566667;1.47
Montaut;47210;47184;;;
Montayral;47500;47185;44.483333;0.983333;2.24
Montpezat;47360;47190;44.35;0.516667;0.53
Monviel;47290;47192;44.566667;0.533333;1.28
Moulinet;47290;47193;44.533333;0.566667;0.93
Pailloles;47440;47198;44.466667;0.633333;1
Parranquet;47210;47200;44.65;0.816667;1.69
Paulhiac;47150;47202;44.433333;0.633333;2.38
Penne-d'Agenais;47140;47203;44.383333;0.833333;1.58
Pinel-Hauterive;47380;47206;44.433333;0.566667;1.38
Prayssas;47360;47213;44.283333;0.5;0.71
Pujols;47300;47215;44.4;0.683333;0.93
Rayet;47210;47219;44.65;0.783333;1.69
Rives;47210;47223;44.65;0.75;1.69
Saint-Antoine-de-Ficalba;47340;47228;44.333333;0.716667;1.07
Saint-Aubin;47150;47230;;;
Sainte-Colombe-de-Villeneuve;47300;47237;44.366667;0.65;1.72
Sainte-Livrade-sur-Lot;47110;47252;44.4;0.6;0.72
Saint-Etienne-de-Fougères;47380;47239;44.416667;0.55;1.36
Saint-Etienne-de-Villeréal;47210;47240;44.616667;0.766667;1.47
Saint-Eutrope-de-Born;47210;47241;44.566667;0.683333;1.79
Saint-Front-sur-Lémance;47500;47242;44.566667;0.966667;2.16
Saint-Georges;47370;47328;;;
Saint-Martin-de-Beauville;47270;47255;;;
Saint-Martin-de-Villeréal;47210;47256;44.633333;0.833333;1.58
Saint-Maurice-de-Lestapel;47290;47259;44.566667;0.566667;1.15
Saint-Maurin;47270;47260;44.2;0.9;1.87
Saint-Pastour;47290;47265;44.483333;0.6;1.1
Saint-Quentin-du-Dropt;47330;47272;44.683333;0.583333;1.91
Saint-Robert;47340;47273;44.25;0.8;1.44
Saint-Sardos;47360;47276;44.35;0.483333;0.81
Saint-Sylvestre-sur-Lot;47140;47280;44.4;0.816667;1.51
Saint-Vite;47500;47283;44.483333;0.966667;2.16
Salles;47150;47284;;;
Sauvagnas;47340;47288;44.25;0.75;1.22
Sauveterre-la-Lémance;47500;47292;44.583333;1.016667;2.38
Savignac-sur-Leyze;47150;47295;44.483333;0.8;1.44
Sembas;47360;47297;44.333333;0.65;1.98
Sérignac-Péboudou;47410;47299;44.6;0.55;1.37
Tayrac;47270;47305;44.2;0.85;1.66
Thézac;47370;47307;44.433333;1.016667;2.38
Tombeboeuf;47380;47309;44.5;0.45;1.13
Tourliac;47210;47311;44.683333;0.816667;1.91
Tournon-d'Agenais;47370;47312;44.4;1;2.31
Tourtrès;47380;47313;44.5;0.433333;1.42
Trémons;47140;47314;44.416667;0.916667;1.95
Trentels;47140;47315;44.433333;0.866667;1.73
Villebramar;47380;47319;44.516667;0.483333;0.89
Villeneuve-sur-Lot;47300;47323;44.4;0.716667;1.31
Villeréal;47210;47324;44.633333;0.75;1.58
Allenc;48190;48003;44.533333;3.666667;1.1
Altier;48800;48004;44.466667;3.866667;1.81
Arzenc-de-Randon;48170;48008;44.65;3.616667;0.93
Auroux;48600;48010;44.75;3.733333;1.36
Badaroux;48000;48013;44.533333;3.55;0.72
Bagnols-les-Bains;48190;48014;44.5;3.666667;0.89
Balsièges;48000;48016;44.483333;3.466667;0.83
Barre-des-Cévennes;48400;48019;44.25;3.65;1.68
Bassurels;48400;48020;44.183333;3.616667;2.05
Bédouès;48400;48022;44.35;3.6;1.11
Belvezet;48170;48023;44.55;3.75;1.27
Brenoux;48000;48030;44.483333;3.533333;0.69
Cassagnas;48400;48036;44.266667;3.75;1.86
Chadenet;48190;48037;44.5;3.616667;1.59
Chambon-le-Château;48600;48038;44.85;3.666667;1.72
Chasseradès;48250;48040;44.55;3.816667;1.77
Chastanier;48300;48041;44.716667;3.75;1.27
Chastel-Nouvel;48000;48042;44.566667;3.516667;0.77
Châteauneuf-de-Randon;48170;48043;44.65;3.666667;0.89
Chaudeyrac;48170;48045;44.65;3.75;1.27
Cheylard-l'Evêque;48300;48048;44.65;3.8;1.5
Cocurès;48400;48050;44.35;3.616667;1.11
Cubières;48190;48053;44.466667;3.766667;1.35
Cubiérettes;48190;48054;44.45;3.783333;1.71
Estables;48700;48057;44.666667;3.416667;0.68
Florac;48400;48061;44.316667;3.6;1.3
Fontanes;48300;48062;44.766667;3.783333;-1
Fraissinet-de-Lozère;48220;48066;44.383333;3.7;1.33
Gabriac;48110;48067;44.183333;3.733333;2.05
Grandrieu;48600;48070;44.783333;3.633333;1.34
Ispagnac;48320;48075;44.366667;3.533333;1.02
La Bastide-Puylaurent;48250;48021;44.6;3.9;1.96
Lachamp;48100;48078;44.616667;3.383333;1.5
La Malène;48210;48088;44.3;3.316667;1.39
Langogne;48300;48080;44.716667;3.85;1.73
Lanuéjols;48000;48081;44.5;3.566667;0.98
La Panouse;48600;48108;44.733333;3.583333;1.53
La Salle-Prunet;48400;48186;;;
Laubert;48170;48082;44.55;3.633333;1.09
Laval-Atger;48600;48084;44.8;3.683333;1.44
La Villedieu;48700;48197;44.7;3.5;1.79
Le Bleymard;48190;48027;44.483333;3.733333;1.19
Le Born;48000;48029;44.566667;3.55;1.02
Le Collet-de-Dèze;48160;48051;44.25;3.916667;2.03
Le Pompidou;48110;48115;44.2;3.65;1.96
Le Pont-de-Montvert;48220;48116;44.366667;3.75;1.27
Les Bondons;48400;48028;44.383333;3.616667;1.51
Les Laubies;48700;48083;44.683333;3.433333;0.78
Luc;48250;48086;44.65;3.883333;1.88
Mas-d'Orcières;48190;48093;44.466667;3.7;1.04
Mas-Saint-Chély;48210;48141;44.316667;3.4;1.3
Mende;48000;48095;44.516667;3.5;0.17
Moissac-Vallée-Française;48110;48097;;;
Molezon;48110;48098;44.216667;3.666667;1.87
Montbel;48170;48100;44.583333;3.716667;1.12
Montbrun;48210;48101;44.333333;3.5;1.35
Naussac;48300;48105;44.75;3.783333;1.42
Pelouse;48000;48111;;;
Pied-de-Borne;48800;48015;;;
Pierrefiche;48300;48112;44.683333;3.733333;1.32
Pourcharesses;48800;48117;;;
Prévenchères;48800;48119;44.516667;3.916667;2.03
Quézac;48320;48122;44.366667;3.533333;1.02
Ribennes;48700;48126;44.633333;3.4;1.24
Rieutort-de-Randon;48700;48127;44,64;3,48; 
Rocles;48300;48129;44.7;3.783333;1.42
Rousses;48400;48130;44.2;3.6;1.96
Saint-Amans;48700;48133;44.658333;3.45;0.75
Saint-Andéol-de-Clerguemort;48160;48134;44.283333;3.9;1.96
Saint-André-Capcèze;48800;48135;44.416667;3.95;2.19
Saint-André-de-Lancize;48240;48136;44.266667;3.816667;1.58
Saint-Bauzile;48000;48137;;;
Saint-Bonnet-de-Montauroux;48600;48139;44.816667;3.716667;1.53
Saint-Denis-en-Margeride;48700;48145;44,74;3,47; 
Sainte-Croix-Vallée-Française;48110;48144;;;
Sainte-Enimie;48210;48146;44.366667;3.416667;1.02
Sainte-Hélène;48190;48157;;;
Saint-Etienne-du-Valdonnez;48000;48147;44.45;3.566667;1.43
Saint-Etienne-Vallée-Française;48330;48148;;;
Saint-Flour-de-Mercoire;48300;48150;44.7;3.833333;1.65
Saint-Frézal-d'Albuges;48170;48151;44.55;3.766667;1.35
Saint-Frézal-de-Ventalon;48240;48152;44.283333;3.866667;1.81
Saint-Gal;48700;48153;44.666667;3.433333;0.68
Saint-Germain-de-Calberte;48370;48155;44.216667;3.8;1.87
Saint-Hilaire-de-Lavit;48160;48158;44.25;3.866667;1.81
Saint-Jean-la-Fouillouse;48170;48160;44.7;3.666667;1.02
Saint-Julien-d'Arpaon;48400;48162;44.3;3.666667;1.39
Saint-Julien-des-Points;48160;48163;44.266667;3.966667;2.26
Saint-Julien-du-Tournel;48190;48164;44.483333;3.666667;0.89
Saint-Laurent-de-Trèves;48400;48166;44.266667;3.6;1.58
Saint-Martin-de-Boubaux;48160;48170;44.2;3.916667;2.03
Saint-Martin-de-Lansuscle;48110;48171;44.216667;3.75;1.87
Saint-Maurice-de-Ventalon;48220;48172;44.316667;3.833333;1.65
Saint-Michel-de-Dèze;48160;48173;44.233333;3.9;1.96
Saint-Paul-le-Froid;48600;48174;44.783333;3.566667;1.44
Saint-Privat-de-Vallongue;48240;48178;44.283333;3.833333;1.65
Saint-Sauveur-de-Ginestoux;48170;48182;44.7;3.6;1.46
Saint-Symphorien;48600;48184;44.833333;3.616667;1.63
Servières;48000;48189;44.583333;3.416667;1.74
Vebron;48400;48193;44.233333;3.566667;1.77
Vialas;48220;48194;44.333333;3.9;1.96
Villefort;48800;48198;44,44;3,93; 
Albaret-le-Comtal;48310;48001;44.866667;3.15;1.81
Albaret-Sainte-Marie;48200;48002;44.883333;3.266667;1.91
Antrenas;48100;48005;44.583333;3.266667;0.94
Arzenc-d'Apcher;48310;48007;44.85;3.116667;1.72
Aumont-Aubrac;48130;48009;44.716667;3.283333;0.97
Banassac;48500;48017;44.433333;3.2;1.25
Barjac;48000;48018;44.5;3.4;1.7
Blavignac;48200;48026;44.883333;3.283333;1.91
Brion;48310;48031;44.75;3.083333;1.78
Canilhac;48500;48033;44.416667;3.15;1.48
Chanac;48230;48039;44.466667;3.333333;0.64
Chauchailles;48310;48044;44.783333;3.1;1.71
Chaulhac;48140;48046;44.916667;3.25;2.1
Chirac;48100;48049;44.533333;3.266667;0.94
Cultures;48230;48055;44.5;3.383333;1.42
Esclanèdes;48230;48056;44.483333;3.366667;0.9
Fau-de-Peyre;48130;48060;44.733333;3.216667;1.42
Fontans;48700;48063;44.733333;3.4;1.39
Fournels;48310;48064;44.816667;3.116667;1.63
Fraissinet-de-Fourques;48400;48065;44.216667;3.533333;1.87
Gabrias;48100;48068;44.55;3.383333;1.42
Gatuzières;48150;48069;44.2;3.483333;1.96
Grandvals;48260;48071;44.733333;3.05;1.93
Grèzes;48100;48072;44.516667;3.333333;1.06
Hures-la-Parade;48150;48074;;;
Javols;48130;48076;44.683333;3.35;1.76
Julianges;48140;48077;44.933333;3.316667;2.19
La Canourgue;48500;48034;44.416667;3.216667;1.17
La Chaze-de-Peyre;48130;48047;44.7;3.25;1.02
La Fage-Montivernoux;48310;48058;44.75;3.183333;1.73
La Fage-Saint-Julien;48200;48059;44.8;3.2;1.44
Lajo;48120;48079;44.833333;3.433333;1.63
La Tieule;48500;48191;44.383333;3.15;1.48
Laval-du-Tarn;48500;48085;44.35;3.35;1.78
Le Buisson;48100;48032;44.633333;3.233333;1.1
Le Malzieu-Forain;48140;48089;;;
Le Malzieu-Ville;48140;48090;44.85;3.35;1.72
Le Massegros;48500;48094;44.3;3.183333;1.39
Le Monastier-Pin-Moriès;48100;48099;;;
Le Recoux;48500;48125;44.333333;3.15;1.48
Le Rozier;48150;48131;44.183333;3.216667;2.05
Les Bessons;48200;48025;44.766667;3.25;1.25
Les Hermaux;48340;48073;44.516667;3.116667;1.63
Les Monts-Verts;48200;48012;;;
Les Salces;48100;48187;44.533333;3.15;1.9
Les Salelles;48230;48185;44.483333;3.283333;1.34
Les Vignes;48210;48195;44.283333;3.233333;1.95
Malbouzon;48270;48087;44.7;3.133333;1.55
Marchastel;48260;48091;44.65;3.116667;1.63
Marvejols;48100;48092;44.55;3.283333;0.87
Meyrueis;48150;48096;44.166667;3.433333;2.15
Montrodat;48100;48103;44.55;3.333333;0.78
Nasbinals;48260;48104;44.666667;3.05;1.93
Noalhac;48310;48106;44.816667;3.133333;1.55
Palhers;48100;48107;44.533333;3.3;0.79
Paulhac-en-Margeride;48140;48110;44.866667;3.383333;1.81
Prinsuéjols;48100;48120;44.666667;3.183333;1.85
Prunières;48200;48121;44.816667;3.35;1.53
Recoules-d'Aubrac;48260;48123;44.683333;3.033333;2.01
Recoules-de-Fumas;48100;48124;44.633333;3.35;1.23
Rimeize;48200;48128;44.766667;3.316667;1.36
Saint-Alban-sur-Limagnole;48120;48132;44.783333;3.383333;1.34
Saint-Bonnet-de-Chirac;48100;48138;44.516667;3.266667;0.94
Saint-Chély-d'Apcher;48200;48140;44.8;3.283333;1.44
Sainte-Colombe-de-Peyre;48130;48142;44.683333;3.233333;1.1
Sainte-Eulalie;48120;48149;44.783333;3.45;1.34
Saint-Georges-de-Lévéjac;48500;48154;44.316667;3.233333;1.3
Saint-Germain-du-Teil;48340;48156;44.483333;3.166667;1.42
Saint-Juéry;48310;48161;44.833333;3.1;1.71
Saint-Laurent-de-Muret;48100;48165;44.6;3.2;1.25
Saint-Laurent-de-Veyrès;48310;48167;44.766667;3.15;1.48
Saint-Léger-de-Peyre;48100;48168;44.6;3.3;0.79
Saint-Léger-du-Malzieu;48140;48169;44.883333;3.316667;1.91
Saint-Pierre-de-Nogaret;48340;48175;44.483333;3.133333;1.55
Saint-Pierre-des-Tripiers;48150;48176;44.233333;3.283333;1.77
Saint-Pierre-le-Vieux;48200;48177;;;
Saint-Privat-du-Fau;48140;48179;44.916667;3.35;2.1
Saint-Rome-de-Dolan;48500;48180;44.266667;3.216667;1.58
Saint-Saturnin;48500;48181;44.408333;3.191667;-1
Saint-Sauveur-de-Peyre;48130;48183;44.65;3.283333;1.01
Serverette;48700;48188;44.7;3.383333;1.11
Termes;48310;48190;;;
Trélans;48340;48192;44.5;3.083333;1.78
Angers;49000;49007;47.466667;-0.55;1
Briollay;49125;49048;47.566667;-0.5;1
Brissarthe;49330;49051;47.7;-0.45;1.76
Champigné;49330;49065;47.666667;-0.566667;1.57
Champteussé-sur-Baconne;49220;49067;47.666667;-0.65;1.57
Châteauneuf-sur-Sarthe;49330;49080;47.683333;-0.483333;1.66
Cheffes;49125;49090;;;
Chemiré-sur-Sarthe;49640;49093;47.75;-0.433333;2.05
Chenillé-Changé;49220;49095;47.7;-0.666667;1.76
Cherré;49330;49096;47.716667;-0.566667;1.86
Contigné;49330;49105;47.733333;-0.516667;1.95
Ecouflant;49000;49129;47.533333;-0.533333;1
Ecuillé;49460;49130;47.616667;-0.566667;1.42
Feneu;49460;49135;47.566667;-0.583333;0.99
Juvardeil;49330;49170;47.65;-0.5;1.47
Le Plessis-Grammoire;49124;49241;47.5;-0.433333;1
Marigné;49330;49189;47.716667;-0.616667;1.86
Miré;49330;49205;47.766667;-0.483333;2.14
Montreuil-sur-Loir;49140;49216;47.616667;-0.4;1.5
Pellouailles-les-Vignes;49112;49238;47.533333;-0.433333;0.8
Querré;49330;49254;47.683333;-0.616667;1.66
Saint-Barthélemy-d'Anjou;49124;49267;47.466667;-0.5;1
Saint-Sylvain-d'Anjou;49480;49323;47.516667;-0.466667;0.7
Sceaux-d'Anjou;49330;49330;47.616667;-0.6;1.45
Soeurdres;49330;49335;47.733333;-0.566667;1.95
Soucelles;49140;49337;47.566667;-0.416667;1.43
Soulaire-et-Bourg;49460;49339;47.583333;-0.55;1.09
Thorigné-d'Anjou;49220;49344;47.633333;-0.666667;1.37
Tiercé;49125;49347;47.616667;-0.466667;1.28
Villevêque;49140;49377;47.55;-0.416667;1.42
Andard;49800;49004;47.45;-0.4;0.5
Angers;49000;49007;47.466667;-0.55;1
Blaison-Gohier;49320;49029;;;
Brain-sur-l'Authion;49800;49042;47.45;-0.416667;0.42
Chalonnes-sur-Loire;49290;49063;47.35;-0.766667;0.71
Chaudefonds-sur-Layon;49290;49082;47.333333;-0.7;1.62
Chemillé;49120;49092;47.216667;-0.716667;1.03
Cossé-d'Anjou;49120;49111;47.166667;-0.683333;1.32
Denée;49190;49120;47.383333;-0.6;1.5
Juigné-sur-Loire;49610;49167;47.4;-0.483333;1.6
La Bohalle;49800;49032;47.416667;-0.4;1.03
La Chapelle-Rousselin;49120;49074;47.216667;-0.783333;1.03
La Daguenière;49800;49117;47.416667;-0.433333;1.03
La Jumellière;49120;49169;47.283333;-0.716667;1.26
La Tourlandry;49120;49351;47.15;-0.7;1.41
Les Ponts-de-Cé;49130;49246;47.416667;-0.516667;1.01
Melay;49120;49199;47.183333;-0.7;1.22
Mozé-sur-Louet;49610;49222;47.35;-0.55;1.66
Mûrs-Erigné;49130;49223;47.4;-0.55;0.67
Neuvy-en-Mauges;49120;49225;47.266667;-0.833333;1.83
Rochefort-sur-Loire;49190;49259;47.35;-0.65;0.39
Saint-Aubin-de-Luigné;49190;49265;47.333333;-0.666667;1.11
Sainte-Christine;49120;49268;;;
Sainte-Gemmes-sur-Loire;49130;49278;;;
Saint-Georges-des-Gardes;49120;49281;;;
Saint-Jean-de-la-Croix;49130;49288;47.416667;-0.6;1.22
Saint-Jean-des-Mauvrets;49320;49290;47.4;-0.45;1.46
Saint-Lézin;49120;49300;47.25;-0.766667;0.84
Saint-Mathurin-sur-Loire;49250;49307;;;
Saint-Melaine-sur-Aubance;49610;49308;47.366667;-0.5;0.51
Saint-Rémy-la-Varenne;49250;49317;47.4;-0.316667;1.46
Saint-Saturnin-sur-Loire;49320;49318;47.4;-0.433333;1.25
Saint-Sulpice;49320;49322;;;
Sarrigné;49800;49326;47.5;-0.383333;1.86
Soulaines-sur-Aubance;49610;49338;47.366667;-0.516667;0.23
Trélazé;49800;49353;47.45;-0.466667;1.49
Allonnes;49650;49002;;;
Auverse;49490;49013;47.516667;0.05;1.93
Baracé;49430;49017;47.633333;-0.35;1.69
Baugé;49150;49018;47.541667;-0.1;-1
Bauné;49140;49019;47.5;-0.316667;0.74
Beaufort-en-Vallée;49250;49021;47.433333;-0.216667;1.07
Beauvau;49140;49025;47.583333;-0.25;1.09
Blou;49160;49030;47.366667;-0.033333;1.66
Bocé;49150;49031;47.5;-0.083333;1.5
Brain-sur-Allonnes;49650;49041;47.3;0.066667;1.99
Breil;49490;49044;47.483333;0.15;2.26
Brion;49250;49049;47.45;-0.15;1.59
Broc;49490;49052;47.583333;0.166667;2.31
Chalonnes-sous-le-Lude;49490;49062;47.55;0.166667;2.31
Chartrené;49150;49079;47.5;-0.116667;1.39
Chaumont-d'Anjou;49140;49084;47.533333;-0.283333;0.85
Chavaignes;49490;49087;47.533333;0.033333;1.88
Cheviré-le-Rouge;49150;49097;47.6;-0.183333;1.9
Chigné;49490;49098;47.583333;0.083333;2.04
Clefs;49150;49101;47.616667;-0.066667;1.55
Corné;49250;49106;47.466667;-0.35;1.8
Cornillé-les-Caves;49140;49107;47.5;-0.3;0.8
Corzé;49140;49110;47.55;-0.383333;0.95
Courléon;49390;49114;47.383333;0.15;2.26
Cuon;49150;49116;47.483333;-0.1;1.45
Daumeray;49640;49119;47.7;-0.366667;1.76
Dénezé-sous-le-Lude;49490;49122;47.533333;0.133333;2.2
Durtal;49430;49127;47.666667;-0.25;1.57
Echemiré;49150;49128;47.55;-0.166667;1.31
Etriché;49330;49132;47.65;-0.433333;1.56
Fontaine-Guérin;49250;49138;47.483333;-0.183333;1.18
Fontaine-Milon;49140;49139;47.5;-0.25;1.17
Fougeré;49150;49143;;;
Gée;49250;49147;47.45;-0.233333;1.01
Genneteil;49490;49150;47.6;0.05;1.93
Huillé;49430;49159;47.65;-0.3;1.47
